,gsId,name,type,gradeRange,enrollment,city,state,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,schoolStatsLink,parentRating,districtId,district,districtNCESId,gsRating
53,529,Brentwood Elementary School,public,PK-5,581,Austin,TX,"6700 Arroyo Seco, 
Austin, TX  78757",(512) 414-2039,(512) 453-8928,http://archive.austinisd.org/schools/details.phtml?id=051,480894000302,30.33964,-97.731445,https://www.greatschools.org/texas/austin/529-Brentwood-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=529&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=529&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/529,4,115,Austin Independent School District,4808940,7
54,2208,Bridge Point El,public,K-5,744,Austin,TX,"6401 Cedar Street, 
Austin, TX  78746",(512) 732-9200,(512) 732-9209,,481776007742,30.340866,-97.80639,https://www.greatschools.org/texas/austin/2208-Bridge-Point-El/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=2208&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=2208&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/2208,5,342,Eanes Independent School District,4817760,10
55,530,Brooke Elementary School,public,PK-5,347,Austin,TX,"3100 East 4th Street, 
Austin, TX  78702",(512) 414-2043,(512) 385-3862,http://www.brookeelementary.org/,480894000303,30.254822,-97.70851,https://www.greatschools.org/texas/austin/530-Brooke-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=530&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=530&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/530,3,115,Austin Independent School District,4808940,3
56,531,Brown Elementary School,public,PK-6,411,Austin,TX,"505 West Anderson Lane, 
Austin, TX  78752",(512) 414-2047,(512) 452-6097,http://tabrown.austinschools.org/,480894000304,30.344769,-97.71034,https://www.greatschools.org/texas/austin/531-Brown-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=531&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=531&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/531,3,115,Austin Independent School District,4808940,4
57,532,Bryker Woods Elementary School,public,PK-6,393,Austin,TX,"3309 Kerbey Lane, 
Austin, TX  78703",(512) 414-2054,(512) 459-9047,https://brykerwoodspta.org/,480894000305,30.304869,-97.750626,https://www.greatschools.org/texas/austin/532-Bryker-Woods-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=532&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=532&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/532,5,115,Austin Independent School District,4808940,9
58,533,Burnet Middle School,public,6-8,1138,Austin,TX,"8401 Hathaway Drive, 
Austin, TX  78757",(512) 414-3225,(512) 452-0695,http://burnet.austinschools.org/,480894000306,30.365074,-97.7256,https://www.greatschools.org/texas/austin/533-Burnet-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=533&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=533&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/533,3,115,Austin Independent School District,4808940,2
59,534,Campbell Elementary School,public,PK-5,253,Austin,TX,"2613 Rogers Avenue, 
Austin, TX  78722",(512) 414-2056,(512) 476-9248,,480894000307,30.282291,-97.71334,https://www.greatschools.org/texas/austin/534-Campbell-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=534&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=534&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/534,4,115,Austin Independent School District,4808940,4
60,5901,Canyon Creek Elementary School,public,PK-5,436,Austin,TX,"10210 Ember Glen Drive, 
Austin, TX  78726",(512) 428-2800,(512) 428-2890,schools.roundrockisd.org/canyoncreek/,483808008087,30.436604,-97.82424,https://www.greatschools.org/texas/austin/5901-Canyon-Creek-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5901&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5901&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5901,5,870,Round Rock Independent School District,4838080,10
61,10132,Canyon Ridge Middle School,public,6-8,1270,Austin,TX,"12601 Country Trails Lane, 
Austin, TX  78732",(512) 570-3500,(512) 570-3505,http://crms.leanderisd.org/,482703011110,30.365335,-97.90305,https://www.greatschools.org/texas/austin/10132-Canyon-Ridge-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=10132&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=10132&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/10132,4,596,Leander Independent School District,4827030,10
62,5885,Canyon Vista Middle School,public,6-8,1377,Austin,TX,"8455 Spicewood Springs Road, 
Austin, TX  78759",(512) 464-8100,(512) 464-8210,schools.roundrockisd.org/canyonvista/,483808006034,30.428354,-97.78429,https://www.greatschools.org/texas/austin/5885-Canyon-Vista-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5885&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5885&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5885,4,870,Round Rock Independent School District,4838080,10
63,19670,Capitol City Baptist Church,private,K-6,,Austin,TX,"1300 Redd St, 
Austin, TX  78745",(512) 447-9454,,,A9904181,30.224003,-97.78243,https://www.greatschools.org/texas/austin/19670-Capitol-City-Baptist-Church/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=19670&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=19670&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/19670,,,,,
64,12241,Capitol School Of Austin,private,PK-4,40,Austin,TX,"2011 West Koenig Lane, 
Austin, TX  78756",(512) 467-7006,(512) 467-7025,http://www.capitolschool.com,A0503376,30.333742,-97.73906,https://www.greatschools.org/texas/austin/12241-Capitol-School-Of-Austin/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=12241&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=12241&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/12241,5,,,,
65,8616,Casey Elementary School,public,PK-5,625,Austin,TX,"9400 Texas Oaks Drive, 
Austin, TX  78748",(512) 841-6900,(512) 841-6925,www.caseycrocodiles.com,480894008391,30.177267,-97.81461,https://www.greatschools.org/texas/austin/8616-Casey-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=8616&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=8616&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/8616,4,115,Austin Independent School District,4808940,4
66,535,Casis Elementary School,public,PK-5,806,Austin,TX,"2710 Exposition Boulevard, 
Austin, TX  78703",(512) 414-2062,(512) 477-1776,http://casiselementary.com/,480894000308,30.304344,-97.76505,https://www.greatschools.org/texas/austin/535-Casis-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=535&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=535&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/535,5,115,Austin Independent School District,4808940,10
67,12290,Casner Christian Academy,private,PK-1,84,Austin,TX,"3838 Steck Avenue, 
Austin, TX  78759",(512) 453-6605,,,A0503418,30.373693,-97.75005,https://www.greatschools.org/texas/austin/12290-Casner-Christian-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=12290&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=12290&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/12290,,,,,
68,7301,Cathedral School Of St Mary,private,PK-8,188,Austin,TX,"910 San Jacinto Boulevard, 
Austin, TX  78701",(512) 476-1480,(512) 476-9922,,01323304,30.270283,-97.73932,https://www.greatschools.org/texas/austin/7301-Cathedral-School-Of-St-Mary/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7301&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7301&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7301,4,,,,
69,2201,Cedar Creek Elementary School,public,K-5,474,Austin,TX,"3301 Pinnacle Road, 
Austin, TX  78746",(512) 732-9120,(512) 732-9129,http://cce.eanesisd.net/,481776001546,30.269161,-97.80487,https://www.greatschools.org/texas/austin/2201-Cedar-Creek-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=2201&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=2201&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/2201,5,342,Eanes Independent School District,4817760,9
70,5880,Cedar Valley Middle School,public,6-8,1314,Austin,TX,"8139 Racine Trail, 
Austin, TX  78717",(512) 428-2300,(512) 428-2420,schools.roundrockisd.org/cedarvalley/,483808005611,30.492628,-97.73422,https://www.greatschools.org/texas/austin/5880-Cedar-Valley-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5880&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5880&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5880,4,870,Round Rock Independent School District,4838080,10
71,25310,Cedars Academy Next Generation H S at Highland,charter,8-12,,Austin,TX,"6700 Middle Fiskville Road, 
Austin, TX  78752",(512) 956-4406,(512) 505-8452,cedars-academy.org,,30.329008,-97.707436,https://www.greatschools.org/texas/austin/25310-Cedars-Academy-Next-Generation-H-S-At-Highland/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=25310&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=25310&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/25310,,1274,Cedars International Academy,4800232,8
72,9144,Cedars International Academy,charter,PK-7,392,Austin,TX,"8416 North Interstate Highway 35, 
Austin, TX  78753",(512) 419-1551 x316,(512) 419-1581,http://www.cedars-academy.org,480023209075,30.348295,-97.695366,https://www.greatschools.org/texas/austin/9144-Cedars-International-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=9144&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=9144&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/9144,4,1274,Cedars International Academy,4800232,3
73,13016,Cedars Montessori School,private,n/a,,Austin,TX,"9704 Circle Drive, 
Austin, TX  78736",(512) 228-1245,,http://www.cedarsmontessori.com/,A0790163,30.244003,-97.923386,https://www.greatschools.org/texas/austin/13016-Cedars-Montessori-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=13016&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=13016&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/13016,4,,,,
74,25196,Challenger School - Avery Ranch,private,PK-5,,Austin,TX,"15101 Avery Ranch Boulevard, 
Austin, TX  78717",(512) 341-8000,,http://www.challengerschool.com/contact_campus.php?id=51,,30.497791,-97.773125,https://www.greatschools.org/texas/austin/25196-Challenger-School---Avery-Ranch/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=25196&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=25196&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/25196,,,,,
75,99,Chaparral Star Academy,charter,K-12,388,Austin,TX,"14046 Summit Drive, 
Austin, TX  78728",(512) 989-2672,(512) 251-9799,www.chaparralstaracademy.com,480006408059,30.43782,-97.691895,https://www.greatschools.org/texas/austin/99-Chaparral-Star-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=99&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=99&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/99,4,63,Chaparral Star Academy,4800064,9
76,12235,City School,private,PK-6,90,Austin,TX,"1844 Teri Rd, 
Austin, TX  78741",(512) 416-7744,,www.cityschooltexas.com,A0503465,30.204332,-97.75476,https://www.greatschools.org/texas/austin/12235-City-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=12235&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=12235&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/12235,5,,,,
77,10787,Clayton Elementary School,public,PK-5,881,Austin,TX,"7525 La Crosse Avenue, 
Austin, TX  78739",(512) 841-9200,,http://claytoncardinals.org/,480894011061,30.194855,-97.906334,https://www.greatschools.org/texas/austin/10787-Clayton-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=10787&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=10787&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/10787,5,115,Austin Independent School District,4808940,10
78,20125,Clearview Sudbury School,private,K-12,32,Austin,TX,"1507 Wilshire Blvd., 
Austin, TX  78722",(512) 524-0085,,http://clearviewsudburyschool.org/,,30.29586,-97.71111,https://www.greatschools.org/texas/austin/20125-Clearview-Sudbury-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20125&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20125&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/20125,5,,,,
79,536,Cook Elementary School,public,PK-5,643,Austin,TX,"1511 Cripple Creek Drive, 
Austin, TX  78758",(512) 414-2510,(512) 837-5983,,480894000309,30.378002,-97.70482,https://www.greatschools.org/texas/austin/536-Cook-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=536&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=536&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/536,3,115,Austin Independent School District,4808940,5
80,5424,Copperfield Elementary School,public,PK-5,481,Austin,TX,"12135 Thompkins Drive, 
Austin, TX  78753",(512) 594-5800,(512) 594-5805,http://www.pfisd.net/Page/468,483483008065,30.388332,-97.65998,https://www.greatschools.org/texas/austin/5424-Copperfield-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5424&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5424&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5424,4,793,Pflugerville Independent School District,4834830,6
81,606,Covington Middle School,public,6-8,634,Austin,TX,"3700 Convict Hill Road, 
Austin, TX  78749",(512) 414-3276,(512) 892-4547,covingtoncolts.org   twitter @covington_colts,480894006208,30.211359,-97.83413,https://www.greatschools.org/texas/austin/606-Covington-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=606&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=606&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/606,4,115,Austin Independent School District,4808940,5
82,9146,Cowan Elementary School,public,PK-5,800,Austin,TX,"2817 Kentish Drive, 
Austin, TX  78748",(512) 841-2700,(512) 841-2755,http://www.cowancoyotes.org/,480894008940,30.188688,-97.83348,https://www.greatschools.org/texas/austin/9146-Cowan-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=9146&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=9146&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/9146,4,115,Austin Independent School District,4808940,9
83,11843,Creedmoor Elementary School,public,PK-5,709,Austin,TX,"5604 Farm to Market Road 1327, 
Austin, TX  78747",(512) 386-3950,(512) 386-3955,www.dvisd.net,481662011360,30.090845,-97.72035,https://www.greatschools.org/texas/austin/11843-Creedmoor-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=11843&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=11843&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/11843,4,315,Del Valle Independent School District,4816620,3
84,537,Crockett High School,public,9-12,1498,Austin,TX,"5601 Manchaca Road, 
Austin, TX  78745",(512) 414-2532,(512) 447-0489,,480894000310,30.214724,-97.79739,https://www.greatschools.org/texas/austin/537-Crockett-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=537&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=537&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/537,4,115,Austin Independent School District,4808940,4
85,538,Cunningham Elementary School,public,PK-5,405,Austin,TX,"2200 Berkeley Avenue, 
Austin, TX  78745",(512) 414-2067,(512) 441-6006,http://www.austinschools.org/campus/cunningham/,480894000311,30.210476,-97.80581,https://www.greatschools.org/texas/austin/538-Cunningham-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=538&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=538&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/538,4,115,Austin Independent School District,4808940,2
86,18842,Daep- El,public,PK-6,10,Austin,TX,"906 West Milton Street, 
Austin, TX  78704",(512) 414-2074,(512) 472-9029,,480894006356,30.250395,-97.75945,https://www.greatschools.org/texas/austin/18842-Daep--El/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=18842&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=18842&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/18842,1,115,Austin Independent School District,4808940,
